"review_id","repository_id","repository_owner","repository_name","language","repository_creation_date","repository_update_date","pull_request_id","pull_request_title","pull_request_body","pull_request_state","pull_request_locked","pull_request_creation_date","pull_request_update_date","pull_request_close_date","pull_request_merged","pull_request_mergeable","pull_request_comments","pull_request_reviews","pull_request_review_comments","pull_request_commits","pull_request_additions","pull_request_deletions","pull_request_changed_files","review_state","review_body","reviewer_login"
38517,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",84007357,"Login redirect fix for tab safe re-login using query string.","Resolves https://github.com/cakephp/cakephp/issues/9405\n\nFeel free to add tests/commits on top.\n","closed",false,"2016-09-05T14:06:10.000Z","2016-09-17T01:35:45.000Z","2016-09-17T01:33:18.000Z",true,,9,10,22,6,151,114,2,"CHANGES_REQUESTED","I guess only reason to customize it would be if one is already using name `redirect`. Let's keep it this way.\n","ADmad"
43063,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",84007357,"Login redirect fix for tab safe re-login using query string.","Resolves https://github.com/cakephp/cakephp/issues/9405\n\nFeel free to add tests/commits on top.\n","closed",false,"2016-09-05T14:06:10.000Z","2016-09-17T01:35:45.000Z","2016-09-17T01:33:18.000Z",true,,9,10,22,6,151,114,2,"APPROVED","","ADmad"
79568,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",84007357,"Login redirect fix for tab safe re-login using query string.","Resolves https://github.com/cakephp/cakephp/issues/9405\n\nFeel free to add tests/commits on top.\n","closed",false,"2016-09-05T14:06:10.000Z","2016-09-17T01:35:45.000Z","2016-09-17T01:33:18.000Z",true,,9,10,22,6,151,114,2,"COMMENTED","","markstory"
82148,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",84406373,"Fix issues working with large float values.","Large float values were being truncated to scientific notation when being passed into PDO. This was caused by PHP's implicit float->string behavior that loses precision. Formatting into %F will retain all the necessary precision.\n\nRefs #9424\n","closed",false,"2016-09-08T02:47:41.000Z","2016-09-24T19:20:23.000Z","2016-09-24T19:20:20.000Z",true,,19,24,38,7,432,8,9,"COMMENTED","","markstory"
96331,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",84007357,"Login redirect fix for tab safe re-login using query string.","Resolves https://github.com/cakephp/cakephp/issues/9405\n\nFeel free to add tests/commits on top.\n","closed",false,"2016-09-05T14:06:10.000Z","2016-09-17T01:35:45.000Z","2016-09-17T01:33:18.000Z",true,,9,10,22,6,151,114,2,"COMMENTED","","ADmad"
127326,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",84007357,"Login redirect fix for tab safe re-login using query string.","Resolves https://github.com/cakephp/cakephp/issues/9405\n\nFeel free to add tests/commits on top.\n","closed",false,"2016-09-05T14:06:10.000Z","2016-09-17T01:35:45.000Z","2016-09-17T01:33:18.000Z",true,,9,10,22,6,151,114,2,"COMMENTED","","dereuromark"
127535,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",84007357,"Login redirect fix for tab safe re-login using query string.","Resolves https://github.com/cakephp/cakephp/issues/9405\n\nFeel free to add tests/commits on top.\n","closed",false,"2016-09-05T14:06:10.000Z","2016-09-17T01:35:45.000Z","2016-09-17T01:33:18.000Z",true,,9,10,22,6,151,114,2,"COMMENTED","","dereuromark"
133477,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",85378302,"3.x docblock: Validation boolean => mimic isTrue/isFalse","Updated boolean docblock Ref: https://github.com/cakephp/docs/issues/4147\n","closed",false,"2016-09-15T10:19:29.000Z","2017-02-28T12:16:46.000Z","2016-09-16T08:43:18.000Z",false,false,2,10,10,3,2,0,1,"COMMENTED","","dereuromark"
133549,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",85378302,"3.x docblock: Validation boolean => mimic isTrue/isFalse","Updated boolean docblock Ref: https://github.com/cakephp/docs/issues/4147\n","closed",false,"2016-09-15T10:19:29.000Z","2017-02-28T12:16:46.000Z","2016-09-16T08:43:18.000Z",false,false,2,10,10,3,2,0,1,"COMMENTED","","dereuromark"
134713,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",85378302,"3.x docblock: Validation boolean => mimic isTrue/isFalse","Updated boolean docblock Ref: https://github.com/cakephp/docs/issues/4147\n","closed",false,"2016-09-15T10:19:29.000Z","2017-02-28T12:16:46.000Z","2016-09-16T08:43:18.000Z",false,false,2,10,10,3,2,0,1,"COMMENTED","","inoas"
135071,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",85378302,"3.x docblock: Validation boolean => mimic isTrue/isFalse","Updated boolean docblock Ref: https://github.com/cakephp/docs/issues/4147\n","closed",false,"2016-09-15T10:19:29.000Z","2017-02-28T12:16:46.000Z","2016-09-16T08:43:18.000Z",false,false,2,10,10,3,2,0,1,"COMMENTED","","inoas"
137258,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",84007357,"Login redirect fix for tab safe re-login using query string.","Resolves https://github.com/cakephp/cakephp/issues/9405\n\nFeel free to add tests/commits on top.\n","closed",false,"2016-09-05T14:06:10.000Z","2016-09-17T01:35:45.000Z","2016-09-17T01:33:18.000Z",true,,9,10,22,6,151,114,2,"COMMENTED","","ADmad"
180406,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",85378302,"3.x docblock: Validation boolean => mimic isTrue/isFalse","Updated boolean docblock Ref: https://github.com/cakephp/docs/issues/4147\n","closed",false,"2016-09-15T10:19:29.000Z","2017-02-28T12:16:46.000Z","2016-09-16T08:43:18.000Z",false,false,2,10,10,3,2,0,1,"COMMENTED","","chinpei215"
273344,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",84007357,"Login redirect fix for tab safe re-login using query string.","Resolves https://github.com/cakephp/cakephp/issues/9405\n\nFeel free to add tests/commits on top.\n","closed",false,"2016-09-05T14:06:10.000Z","2016-09-17T01:35:45.000Z","2016-09-17T01:33:18.000Z",true,,9,10,22,6,151,114,2,"COMMENTED","","markstory"
273373,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",84007357,"Login redirect fix for tab safe re-login using query string.","Resolves https://github.com/cakephp/cakephp/issues/9405\n\nFeel free to add tests/commits on top.\n","closed",false,"2016-09-05T14:06:10.000Z","2016-09-17T01:35:45.000Z","2016-09-17T01:33:18.000Z",true,,9,10,22,6,151,114,2,"COMMENTED","","markstory"
273602,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",84007357,"Login redirect fix for tab safe re-login using query string.","Resolves https://github.com/cakephp/cakephp/issues/9405\n\nFeel free to add tests/commits on top.\n","closed",false,"2016-09-05T14:06:10.000Z","2016-09-17T01:35:45.000Z","2016-09-17T01:33:18.000Z",true,,9,10,22,6,151,114,2,"COMMENTED","","dereuromark"
288567,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",85378302,"3.x docblock: Validation boolean => mimic isTrue/isFalse","Updated boolean docblock Ref: https://github.com/cakephp/docs/issues/4147\n","closed",false,"2016-09-15T10:19:29.000Z","2017-02-28T12:16:46.000Z","2016-09-16T08:43:18.000Z",false,false,2,10,10,3,2,0,1,"COMMENTED","","inoas"
289309,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",85378302,"3.x docblock: Validation boolean => mimic isTrue/isFalse","Updated boolean docblock Ref: https://github.com/cakephp/docs/issues/4147\n","closed",false,"2016-09-15T10:19:29.000Z","2017-02-28T12:16:46.000Z","2016-09-16T08:43:18.000Z",false,false,2,10,10,3,2,0,1,"COMMENTED","","chinpei215"
293129,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",85378302,"3.x docblock: Validation boolean => mimic isTrue/isFalse","Updated boolean docblock Ref: https://github.com/cakephp/docs/issues/4147\n","closed",false,"2016-09-15T10:19:29.000Z","2017-02-28T12:16:46.000Z","2016-09-16T08:43:18.000Z",false,false,2,10,10,3,2,0,1,"COMMENTED","","inoas"
308950,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",85378302,"3.x docblock: Validation boolean => mimic isTrue/isFalse","Updated boolean docblock Ref: https://github.com/cakephp/docs/issues/4147\n","closed",false,"2016-09-15T10:19:29.000Z","2017-02-28T12:16:46.000Z","2016-09-16T08:43:18.000Z",false,false,2,10,10,3,2,0,1,"COMMENTED","","chinpei215"
313355,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",85378302,"3.x docblock: Validation boolean => mimic isTrue/isFalse","Updated boolean docblock Ref: https://github.com/cakephp/docs/issues/4147\n","closed",false,"2016-09-15T10:19:29.000Z","2017-02-28T12:16:46.000Z","2016-09-16T08:43:18.000Z",false,false,2,10,10,3,2,0,1,"COMMENTED","","inoas"
344231,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",85565897,"Adding image size validation","This works _without_ any external extension or lib, see \n\nPlease see http://php.net/manual/en/function.getimagesize.php\n\n> **Note:** This function does not require the GD image library.\n","closed",false,"2016-09-16T12:37:46.000Z","2016-09-21T16:28:45.000Z","2016-09-21T16:28:42.000Z",true,,13,21,23,6,178,0,2,"COMMENTED","","stickler-ci"
344232,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",85565897,"Adding image size validation","This works _without_ any external extension or lib, see \n\nPlease see http://php.net/manual/en/function.getimagesize.php\n\n> **Note:** This function does not require the GD image library.\n","closed",false,"2016-09-16T12:37:46.000Z","2016-09-21T16:28:45.000Z","2016-09-21T16:28:42.000Z",true,,13,21,23,6,178,0,2,"COMMENTED","","stickler-ci"
344233,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",85565897,"Adding image size validation","This works _without_ any external extension or lib, see \n\nPlease see http://php.net/manual/en/function.getimagesize.php\n\n> **Note:** This function does not require the GD image library.\n","closed",false,"2016-09-16T12:37:46.000Z","2016-09-21T16:28:45.000Z","2016-09-21T16:28:42.000Z",true,,13,21,23,6,178,0,2,"COMMENTED","","stickler-ci"
344234,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",85565897,"Adding image size validation","This works _without_ any external extension or lib, see \n\nPlease see http://php.net/manual/en/function.getimagesize.php\n\n> **Note:** This function does not require the GD image library.\n","closed",false,"2016-09-16T12:37:46.000Z","2016-09-21T16:28:45.000Z","2016-09-21T16:28:42.000Z",true,,13,21,23,6,178,0,2,"COMMENTED","","stickler-ci"
344235,656494,"cakephp","cakephp","PHP","2010-05-08T14:38:22.000Z","2017-07-03T14:17:59.000Z",85565897,"Adding image size validation","This works _without_ any external extension or lib, see \n\nPlease see http://php.net/manual/en/function.getimagesize.php\n\n> **Note:** This function does not require the GD image library.\n","closed",false,"2016-09-16T12:37:46.000Z","2016-09-21T16:28:45.000Z","2016-09-21T16:28:42.000Z",true,,13,21,23,6,178,0,2,"COMMENTED","","stickler-ci"
